mi_consumer_luxury-goods_united-states_usd_en_2025-4-4_15-07-32
Region,Market,Chart,Name,Unit,Source,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
United States,Luxury Fashion,Revenue Comparison,Ecuador,USD (US$),Statista Market Insights,"41,405,733.559","45,957,223.088","33,972,422.543","44,130,894.079","51,139,992.5","57,985,268.347","59,641,797.187","61,231,121.126","62,804,551.826","64,362,248.218","65,904,367.647","67,431,065.881"
United States,Luxury Fashion,Revenue Comparison,El Salvador,USD (US$),Statista Market Insights,"13,866,597.214","15,362,131.604","10,486,587.863","15,658,113.382","17,000,400.18","19,743,281.494","20,382,744.712","20,996,384.248","21,603,887.389","22,205,315.499","22,800,729.327","23,390,189.017"
United States,Luxury Fashion,Revenue Comparison,Equatorial Guinea,USD (US$),Statista Market Insights,"3,615,097.866","3,895,431.011","3,072,514.99","3,485,410.829","5,035,235.41","5,809,753.447","6,009,546.862","6,201,174.115","6,390,885.096","6,578,698.966","6,764,634.698","6,948,711.072"
United States,Luxury Fashion,Revenue Comparison,Ethiopia,USD (US$),Statista Market Insights,"124,090,768.281","133,962,357.68","92,163,560.177","83,863,574.753","95,300,562.28","112,406,086.394","116,391,420.847","120,215,831.98","124,001,999.001","127,750,304.352","131,461,126.649","135,134,840.724"
United States,Luxury Fashion,Revenue Comparison,Fiji,USD (US$),Statista Market Insights,"1,663,688.795","1,820,111.742","1,332,933.234","2,147,330.846","2,292,099.99","2,859,714.705","2,989,411.14","3,113,883.444","3,237,111.025","3,359,106.331","3,479,881.683","3,599,449.281"
United States,Luxury Fashion,Revenue Comparison,Gabon,USD (US$),Statista Market Insights,"5,772,720.737","5,918,211.051","4,874,632.846","4,941,585.241","6,790,484.07","7,986,148.195","8,284,259.513","8,570,233.705","8,853,348.156","9,133,631.462","9,411,111.935","9,685,817.604"
United States,Luxury Fashion,Revenue Comparison,Georgia,USD (US$),Statista Market Insights,"18,385,576.562","19,089,911.033","14,944,473.446","16,314,420.295","17,785,464.31","20,417,197.351","20,707,863.54","21,412,198.011","22,116,532.481","22,820,866.952","23,525,201.423","24,229,535.894"
United States,Luxury Fashion,Revenue Comparison,Gambia,USD (US$),Statista Market Insights,"944,761.607","1,033,578.232","935,364.64","1,107,728.821","1,124,990.39","1,357,119.42","1,409,213.329","1,459,213.848","1,508,714.362","1,557,719.87","1,606,235.323","1,654,265.622"
United States,Luxury Fashion,Revenue Comparison,Ghana,USD (US$),Statista Market Insights,"34,296,558.35","33,425,164.608","21,633,337.308","31,460,067.573","31,407,865.3","36,880,177.076","38,107,018.627","39,284,565.633","40,450,337.169","41,604,450.99","42,747,023.672","43,878,170.628"
United States,Luxury Fashion,Revenue Comparison,Guatemala,USD (US$),Statista Market Insights,"29,637,956.172","31,768,881.778","23,766,213.034","31,836,996.428","32,769,946.7","36,890,771.682","37,832,756.873","38,736,796.896","39,631,796.519","40,517,846.145","41,395,035.276","42,263,452.514"
United States,Luxury Fashion,Revenue Comparison,Guinea,USD (US$),Statista Market Insights,"4,971,946.373","5,368,249.702","3,411,297.902","3,261,481.482","4,933,449.63","5,593,590.246","5,769,238.209","5,937,682.299","6,104,441.948","6,269,534","6,432,975.131","6,594,781.852"
United States,Luxury Fashion,Revenue Comparison,Guyana,USD (US$),Statista Market Insights,"7,630,337.857","8,012,785.003","5,274,766.616","4,698,886.815","7,735,515.42","10,023,223.702","10,583,760.743","11,121,523.439","11,653,908.507","12,180,969.725","12,702,760.33","13,219,333.03"
United States,Luxury Fashion,Revenue Comparison,Haiti,USD (US$),Statista Market Insights,"7,909,440.822","6,707,491.492","4,168,060.688","5,939,520.207","5,762,160.5","6,347,052.762","6,475,997.523","6,599,772.77","6,722,310.265","6,843,622.385","6,963,721.383","7,082,619.392"
United States,Luxury Fashion,Revenue Comparison,Honduras,USD (US$),Statista Market Insights,"10,755,111.065","11,276,077.569","7,373,351.218","8,896,749.895","11,300,288.61","12,930,708.282","13,336,839.816","13,726,438.003","14,112,140.208","14,493,985.391","14,872,012.122","15,246,258.586"
United States,Luxury Fashion,Revenue Comparison,Iceland,USD (US$),Statista Market Insights,"86,493,877.958","87,289,264.785","85,903,597.152","97,540,269.137","94,560,275.46","107,182,296.876","109,949,442.517","112,605,736.797","115,235,468.135","117,838,902.159","120,416,301.843","122,967,927.53"
United States,Luxury Fashion,Revenue Comparison,Iran,USD (US$),Statista Market Insights,"286,362,505","260,187,112","262,469,405","312,443,388","448,344,811.19","528,180,112.065","548,373,603.649","567,743,569.546","586,919,835.784","605,904,339.359","624,698,997.899","643,305,709.853"
United States,Luxury Fashion,Revenue Comparison,Iraq,USD (US$),Statista Market Insights,"95,130,575.41","104,966,990.464","83,514,064.631","84,382,458.74","87,845,470.54","91,947,063.761","92,918,101.107","93,849,850.162","94,772,281.726","95,685,488.975","96,589,564.151","97,484,598.576"
United States,Luxury Fashion,Revenue Comparison,Ivory Coast,USD (US$),Statista Market Insights,"19,561,934.756","21,341,359.409","21,515,661.705","19,909,129.625","27,703,995.03","32,822,152.068","34,094,062.371","35,314,208.996","36,522,154.156","37,718,019.863","38,901,926.914","40,073,994.894"
United States,Luxury Fashion,Revenue Comparison,Jamaica,USD (US$),Statista Market Insights,"13,461,049.539","14,278,280.209","8,914,542.713","8,225,710.364","13,273,757.87","15,318,689.758","15,860,253.466","16,379,617.329","16,893,787.554","17,402,816.077","17,906,754.315","18,405,653.17"
United States,Luxury Fashion,Revenue Comparison,Kazakhstan,USD (US$),Statista Market Insights,"74,171,587.692","76,770,083.814","56,261,608.956","76,947,181.625","80,057,291.25","92,436,503.443","95,267,182.314","97,983,831.138","100,673,313.474","103,335,900.987","105,971,862.625","108,581,464.646"
United States,Luxury Fashion,Revenue Comparison,Jordan,USD (US$),Statista Market Insights,"19,919,799.871","21,827,947.9","17,479,192.893","14,339,636.211","24,568,864.73","27,268,421.192","28,043,323.88","28,786,192.867","29,521,633.163","30,249,719.057","30,970,524.092","31,684,121.076"
United States,Luxury Fashion,Revenue Comparison,Kenya,USD (US$),Statista Market Insights,"56,977,451.174","63,802,042.36","42,999,002.807","49,661,474.857","66,019,011.37","79,569,569.825","82,874,376.789","86,044,984.436","89,183,886.006","92,291,398.56","95,367,835.989","98,413,509.043"
United States,Luxury Fashion,Revenue Comparison,Kuwait,USD (US$),Statista Market Insights,"166,722,917.595","182,231,239.799","124,587,489.907","182,833,997.287","207,235,451.09","235,604,585.546","242,409,207.92","248,938,064.309","255,401,632.135","261,800,564.283","268,135,507.109","274,407,100.507"
United States,Luxury Fashion,Revenue Comparison,Kyrgyzstan,USD (US$),Statista Market Insights,"3,272,899.901","3,706,895.47","2,743,026.147","3,424,660.496","3,527,944.97","4,038,982.159","4,155,151.444","4,266,644.594","4,377,022.812","4,486,297.248","4,594,478.94","4,701,578.815"
United States,Luxury Fashion,Revenue Comparison,Laos,USD (US$),Statista Market Insights,"6,623,591.878","7,360,764.698","7,071,227.826","7,365,968.033","7,988,539.92","10,349,175.691","10,884,893.793","11,399,052.774","11,908,070.166","12,411,997.383","12,910,885.328","13,404,784.394"
United States,Luxury Fashion,Revenue Comparison,Lebanon,USD (US$),Statista Market Insights,"17,290,092.945","18,063,059.547","13,413,150.237","13,564,197.835","18,125,118.46","19,455,109.564","20,172,244.441","20,885,285.145","21,591,195.441","22,290,046.635","22,981,909.317","23,666,853.372"
United States,Luxury Fashion,Revenue Comparison,Lesotho,USD (US$),Statista Market Insights,"548,000.549","565,107.557","464,710.094","495,706.487","640,646.92","715,189.78","734,330.23","752,688.76","770,863.704","788,856.899","806,670.163","824,305.293"
United States,Luxury Fashion,Revenue Comparison,Luxembourg,USD (US$),Statista Market Insights,"72,608,772.77","74,303,541.291","66,615,296.643","71,388,932.21","78,555,971.73","85,478,636.535","87,148,222.233","88,750,101.753","90,335,962.478","91,905,964.596","93,460,266.692","94,999,025.767"
United States,Luxury Fashion,Revenue Comparison,Madagascar,USD (US$),Statista Market Insights,"18,158,341.824","19,176,620.804","15,107,351.812","17,550,053.931","20,955,122.35","24,537,300.826","25,395,852.691","26,219,614.509","27,035,138.708","27,842,507.665","28,641,802.933","29,433,105.248"
United States,Luxury Fashion,Revenue Comparison,Malawi,USD (US$),Statista Market Insights,"10,038,401.163","10,800,840.047","8,650,554.289","8,930,731.822","9,704,838.35","10,782,471.771","11,035,634.696","11,278,564.43","11,519,064.867","11,757,160.3","11,992,874.778","12,226,232.112"
United States,Luxury Fashion,Revenue Comparison,Malta,USD (US$),Statista Market Insights,"20,792,452.838","21,855,754.209","19,484,329.738","25,679,576.58","24,864,334.15","28,061,204.738","28,765,218.808","29,441,012.723","30,110,048.699","30,772,394.315","31,428,116.474","32,077,281.413"
United States,Luxury Fashion,Revenue Comparison,Mauritius,USD (US$),Statista Market Insights,"6,040,530.605","6,466,410.884","5,350,368.362","5,676,932.84","6,084,126.99","7,709,020.946","8,077,466.836","8,431,086.796","8,781,170.556","9,127,753.479","9,470,870.572","9,810,556.494"
United States,Luxury Fashion,Revenue Comparison,Mongolia,USD (US$),Statista Market Insights,"5,422,994.548","5,807,887.6","5,367,395.972","5,280,090.824","6,185,199.21","7,245,681.157","7,497,015.367","7,738,179.206","7,976,931.406","8,213,296.084","8,447,297.115","8,678,958.136"
United States,Luxury Fashion,Revenue Comparison,Moldova,USD (US$),Statista Market Insights,"7,199,545.221","7,737,288.217","7,668,841.196","7,965,985.815","7,751,884.87","8,474,214.268","8,631,307.42","8,782,114.342","8,931,413.194","9,079,219.058","9,225,546.863","9,370,411.39"
United States,Luxury Fashion,Revenue Comparison,Montenegro,USD (US$),Statista Market Insights,"5,580,141.88","5,806,567.795","5,133,645.711","6,524,314.471","6,431,272.74","7,308,693.303","7,503,792.887","7,691,061.901","7,876,458.225","8,060,000.586","8,241,707.523","8,421,597.39"
United States,Luxury Fashion,Revenue Comparison,Mozambique,USD (US$),Statista Market Insights,"15,561,696.192","16,968,564.49","15,684,210.76","14,055,284.149","17,603,300.17","20,037,397.175","20,638,175.008","21,214,522.434","21,785,106.386","22,349,984.498","22,909,213.829","23,462,850.867"
United States,Luxury Fashion,Revenue Comparison,Oman,USD (US$),Statista Market Insights,"60,158,367.995","67,765,824.866","54,262,353.027","68,255,261.928","80,453,151.58","86,892,078.655","88,554,717.262","90,149,389.955","91,728,115.921","93,291,054.627","94,838,363.946","96,370,200.172"
United States,Luxury Fashion,Revenue Comparison,Namibia,USD (US$),Statista Market Insights,"5,137,817.44","5,091,499.377","3,792,604.681","4,316,053.204","5,105,984.33","6,218,909.774","6,480,606.206","6,731,723.25","6,980,329.124","7,226,448.939","7,470,107.556","7,711,329.586"
United States,Luxury Fashion,Revenue Comparison,Nepal,USD (US$),Statista Market Insights,"18,037,837.853","19,252,647.1","15,299,115.744","19,791,338.679","20,953,489.83","23,428,743.361","24,004,755.941","24,557,512.592","25,104,741.676","25,646,498.469","26,182,837.695","26,713,813.528"
United States,Luxury Fashion,Revenue Comparison,Nicaragua,USD (US$),Statista Market Insights,"6,174,377.905","6,531,626.772","5,058,023.856","5,407,012.482","6,588,800.24","7,690,213.397","7,955,992.902","8,210,993.675","8,463,444.44","8,713,370.697","8,960,797.692","9,205,750.417"
United States,Luxury Fashion,Revenue Comparison,Niger,USD (US$),Statista Market Insights,"5,280,999.493","5,537,639.687","5,270,730.478","4,068,449.54","6,711,939.57","7,520,348.93","7,744,766.497","7,959,938.489","8,172,958.761","8,383,848.83","8,592,629.998","8,799,323.355"
United States,Luxury Fashion,Revenue Comparison,Pakistan,USD (US$),Statista Market Insights,"405,378,294.287","355,848,696.305","208,455,439.865","257,583,024.237","299,487,823.6","332,075,188.834","340,102,305.876","347,803,073.269","355,426,832.988","362,974,355.11","370,446,402.011","377,843,728.442"
United States,Luxury Fashion,Revenue Comparison,Panama,USD (US$),Statista Market Insights,"54,190,947.234","56,897,675.218","39,028,327.125","53,467,518.417","65,433,819.62","76,473,512.143","79,154,191.72","81,726,072.35","84,272,234.174","86,792,934.379","89,288,427.583","91,758,965.855"
United States,Luxury Fashion,Revenue Comparison,Papua New Guinea,USD (US$),Statista Market Insights,"6,396,598.458","6,750,134.837","6,300,238.229","6,120,764.699","7,060,937.69","8,143,048.515","8,399,677.239","8,645,920.511","8,889,701.351","9,131,044.383","9,369,973.984","9,606,514.289"
United States,Luxury Fashion,Revenue Comparison,Paraguay,USD (US$),Statista Market Insights,"25,304,464.216","25,442,930.732","15,720,292.206","14,578,290.297","24,715,672.05","28,076,278.496","28,998,551.721","29,882,874.234","30,758,353.521","31,625,078.016","32,483,135.266","33,332,611.944"
United States,Luxury Fashion,Revenue Comparison,Peru,USD (US$),Statista Market Insights,"252,499,847.451","275,223,393.303","176,464,878.828","173,970,179.91","256,725,489.81","291,828,402.976","301,068,287.032","309,929,661.067","318,702,421.362","327,387,454.054","335,985,636.419","344,497,836.961"
United States,Luxury Fashion,Revenue Comparison,Timor-Leste,USD (US$),Statista Market Insights,"2,231,085.57","3,118,832.943","2,892,225.325","2,604,056.31","3,277,298.27","4,515,673.561","4,802,198.456","5,077,163.925","5,349,379.739","5,618,873.395","5,885,672.115","6,149,802.847"
United States,Luxury Fashion,Revenue Comparison,Qatar,USD (US$),Statista Market Insights,"446,205,134.038","515,793,193.722","440,415,928.207","520,943,159.831","643,021,555.17","701,980,754.638","717,327,904.503","732,047,128.095","746,619,159.451","761,045,470.493","775,327,518.424","789,466,745.876"
United States,Luxury Fashion,Revenue Comparison,Rwanda,USD (US$),Statista Market Insights,"10,738,341.173","11,841,367.492","8,265,021.127","7,773,746.287","11,991,648.82","14,287,906.396","14,871,156.149","15,430,608.781","15,984,466.886","16,532,786.41","17,075,622.739","17,613,030.705"
United States,Luxury Fashion,Revenue Comparison,Senegal,USD (US$),Statista Market Insights,"8,449,996.331","8,844,383.872","8,095,846.206","10,002,230.54","10,594,435.58","12,340,566.446","12,741,391.851","13,126,062.606","13,506,886.653","13,883,902.46","14,257,148.109","14,626,661.301"
United States,Luxury Fashion,Revenue Comparison,Seychelles,USD (US$),Statista Market Insights,"676,206.125","761,064.44","583,753.397","558,803.362","830,720.65","1,020,128.686","1,066,935.022","1,111,837.71","1,156,291.371","1,200,300.496","1,243,869.529","1,287,002.872"
United States,Luxury Fashion,Revenue Comparison,Sierra Leone,USD (US$),Statista Market Insights,"2,731,398.367","2,665,313.456","2,309,306.763","2,221,695.86","2,165,170.02","2,426,371.584","2,483,242.438","2,537,837.226","2,591,886.066","2,645,394.417","2,698,367.685","2,750,811.22"
United States,Luxury Fashion,Revenue Comparison,Zimbabwe,USD (US$),Statista Market Insights,"11,099,278.61","12,148,165.331","8,087,836.178","11,196,612.739","13,459,941.65","15,533,599.024","16,037,874.085","16,521,678.784","17,000,645.436","17,474,822.422","17,944,257.638","18,408,998.502"
United States,Luxury Fashion,Revenue Comparison,Sudan,USD (US$),Statista Market Insights,"24,254,087.209","27,892,200.29","17,293,164.18","25,593,882.986","36,343,313.84","39,877,799.895","39,028,150.842","40,490,239.196","41,659,909.879","42,595,646.425","43,344,235.663","43,943,107.052"
United States,Luxury Fashion,Revenue Comparison,Suriname,USD (US$),Statista Market Insights,"1,064,890","963,390","824,093","982,673","1,341,664.47","1,553,639.981","1,607,244.088","1,658,662.186","1,709,566.102","1,759,960.979","1,809,851.908","1,859,243.927"
United States,Luxury Fashion,Revenue Comparison,Tajikistan,USD (US$),Statista Market Insights,"4,129,934.713","4,406,094.22","3,889,461.361","3,972,509.186","4,091,420.28","4,818,939.556","4,982,702.425","5,139,881.932","5,295,489.644","5,449,541.279","5,602,052.397","5,753,038.405"
United States,Luxury Fashion,Revenue Comparison,Togo,USD (US$),Statista Market Insights,"3,252,065.278","3,579,944.051","3,444,347.843","4,334,531.591","4,744,551.72","5,675,098.102","5,890,223.969","6,096,671.673","6,301,054.901","6,503,394.297","6,703,710.299","6,902,023.14"
United States,Luxury Fashion,Revenue Comparison,United Arab Emirates,USD (US$),Statista Market Insights,"1,029,192,795.615","1,161,192,427.579","1,071,343,322.354","1,296,372,536.436","1,382,696,589.42","1,455,739,806.244","1,473,782,624.921","1,491,091,637.954","1,508,227,560.857","1,525,192,124.531","1,541,987,042.568","1,558,614,011.424"
United States,Luxury Fashion,Revenue Comparison,Tunisia,USD (US$),Statista Market Insights,"26,656,845.987","25,854,038.401","21,147,878.22","20,378,662.202","26,244,432.34","31,338,488.901","32,571,713.46","33,754,905.012","34,926,264.648","36,085,910.688","37,233,960.267","38,370,529.351"
United States,Luxury Fashion,Revenue Comparison,Turkmenistan,USD (US$),Statista Market Insights,"11,860,197.237","13,978,711.826","12,257,458.505","15,700,320.529","17,506,487.96","19,613,994.467","20,118,458.092","20,602,482.93","21,081,667.52","21,556,060.263","22,025,709.08","22,490,661.408"
United States,Luxury Fashion,Revenue Comparison,Uganda,USD (US$),Statista Market Insights,"28,174,321.705","31,497,703.902","21,303,512.897","29,579,749.113","35,261,367.84","41,041,386.78","42,435,540.113","43,773,155.598","45,097,394.927","46,408,391.864","47,706,278.831","48,991,186.928"
United States,Luxury Fashion,Revenue Comparison,Ukraine,USD (US$),Statista Market Insights,"1,101,933,872.169","1,194,552,332.358","1,028,954,426.226","1,026,724,989.978","66,016,166.88","78,358,655.326","77,656,673.77","77,693,799.243","77,691,801.691","77,691,910.599","77,691,904.578","77,691,904.915"
United States,Luxury Fashion,Revenue Comparison,North Macedonia,USD (US$),Statista Market Insights,"7,951,692.047","8,375,302.03","7,448,392.792","9,209,760.274","9,382,738.44","10,303,264.441","10,513,099.57","10,714,485.153","10,913,856.88","11,111,234.889","11,306,639.119","11,500,089.306"
United States,Luxury Fashion,Revenue Comparison,Egypt,USD (US$),Statista Market Insights,"184,973,815.918","198,885,637.3","171,038,745.663","223,259,277.58","216,835,722.05","263,696,228.74","274,061,144","284,010,345.383","293,860,054.751","303,611,267.025","313,264,967.177","322,822,130.328"
United States,Luxury Fashion,Revenue Comparison,Tanzania,USD (US$),Statista Market Insights,"20,713,812.53","23,245,448.83","23,918,480.604","23,091,605.197","26,728,952.8","32,349,945.751","33,661,538.013","34,920,159.186","36,166,194.147","37,399,768.759","38,621,007.625","39,830,034.102"
United States,Luxury Fashion,Revenue Comparison,Burkina Faso,USD (US$),Statista Market Insights,"6,568,781.077","7,112,137.401","6,913,606.118","8,323,824.504","9,158,054.58","10,509,753.247","10,826,600.422","11,130,643.599","11,431,646.345","11,729,639.062","12,024,651.853","12,316,714.516"
United States,Luxury Fashion,Revenue Comparison,Uruguay,USD (US$),Statista Market Insights,"76,849,776.24","73,346,178.381","50,439,317.809","60,725,258.981","61,073,332.81","68,792,972.712","70,525,503.304","72,188,411.37","73,834,690.356","75,464,506.552","77,078,024.586","78,675,407.44"
United States,Luxury Fashion,Revenue Comparison,Uzbekistan,USD (US$),Statista Market Insights,"34,152,235.204","37,525,898.241","29,424,986.27","36,558,390.309","37,726,692.7","43,663,560.648","45,011,820.616","46,305,816.314","47,586,872.056","48,855,117.24","50,110,679.972","51,353,687.077"
United States,Luxury Fashion,Revenue Comparison,Zambia,USD (US$),Statista Market Insights,"33,282,157.205","30,290,148.574","17,047,462.57","20,123,117.648","20,792,135.33","24,838,105.184","25,751,410.363","26,627,986.393","27,495,796.662","28,354,928.829","29,205,469.674","30,047,505.111"
United States,Luxury Fashion,Revenue Comparison,Albania,USD (US$),Statista Market Insights,"10,918,875.688","11,738,234.519","10,534,787.975","11,575,159.004","12,650,502.53","14,181,524.541","14,541,839.493","14,887,586.696","15,229,876.427","15,568,743.261","15,904,221.426","16,236,344.81"
United States,Luxury Fashion,Revenue Comparison,Algeria,USD (US$),Statista Market Insights,"66,569,365.628","70,428,045.089","45,771,098.349","62,149,932.88","61,428,220.92","70,991,497.178","73,122,935.061","75,168,798.347","77,194,203.001","79,199,353.608","81,184,452.709","83,149,700.82"
United States,Luxury Eyewear,Revenue,Total,USD (US$),Statista Market Insights,"9,395,181,645.764","9,600,588,003.752","7,928,284,844.069","8,449,274,267.786","9,303,576,618.32","10,274,962,523.031","10,462,481,764.352","10,651,993,779.44","10,839,610,674.377","11,025,351,400.365","11,209,234,719.093","11,391,279,204.634"
United States,Luxury Eyewear,Revenue Change,Total,percent,Statista Market Insights,0,0.022,-0.174,0.066,0.101,0.104,0.018,0.018,0.018,0.017,0.017,0.016
United States,Luxury Eyewear,Average Revenue per Capita,Total,USD (US$),Statista Market Insights,28.287,28.717,23.6,25.072,27.502,30.221,30.609,31.001,31.386,31.764,32.136,32.501
United States,Luxury Eyewear,Company Shares,Kering,percent,Statista Market Insights,0,0,0,0,0,0.077,0,0,0,0,0,0
United States,Luxury Eyewear,Company Shares,LVMH,percent,Statista Market Insights,0,0,0,0,0,0.28,0,0,0,0,0,0
United States,Luxury Eyewear,Company Shares,Safilo Group,percent,Statista Market Insights,0,0,0,0,0,0.041,0,0,0,0,0,0
United States,Luxury Eyewear,Company Shares,EssilorLuxottica,percent,Statista Market Insights,0,0,0,0,0,0.586,0,0,0,0,0,0
United States,Luxury Eyewear,Company Shares,De Rigo,percent,Statista Market Insights,0,0,0,0,0,0.016,0,0,0,0,0,0
United States,Luxury Eyewear,Online Revenue Share,Online,percent,Statista Market Insights,0.063,0.071,0.107,0.129,0.118,0.102,0.107,0.117,0.129,0.138,0.143,0.145
United States,Luxury Eyewear,Online Revenue Share,Offline,percent,Statista Market Insights,0.937,0.929,0.893,0.871,0.882,0.898,0.893,0.883,0.871,0.862,0.857,0.855
United States,Luxury Eyewear,Mobile/Desktop Split,Desktop,percent,Statista Market Insights,0.596,0.568,0.54,0.519,0.494,0.469,0.446,0.421,0.404,0.387,0,0
United States,Luxury Eyewear,Mobile/Desktop Split,Mobile,percent,Statista Market Insights,0.404,0.432,0.46,0.481,0.506,0.531,0.554,0.579,0.596,0.613,0,0
United States,Luxury Eyewear,Revenue Comparison,Australia,USD (US$),Statista Market Insights,"252,891,527.66","245,067,196.116","172,574,524.5","231,458,732.302","229,221,450.85","251,023,837.272","255,900,209.987","260,580,708.814","265,214,402.652","269,801,759.552","274,343,242.883","278,839,311.381"
United States,Luxury Eyewear,Revenue Comparison,Canada,USD (US$),Statista Market Insights,"1,716,565,634.11","1,678,835,422.81","1,353,631,532.906","1,522,071,908.213","1,656,639,358.25","1,792,823,563.903","1,825,637,686.317","1,857,121,250.458","1,888,289,978.957","1,919,147,020.172","1,949,695,490.974","1,979,938,477.068"
United States,Luxury Eyewear,Revenue Comparison,United States,USD (US$),Statista Market Insights,"9,395,181,645.764","9,600,588,003.752","7,928,284,844.069","8,449,274,267.786","9,303,576,618.32","10,274,962,523.031","10,462,481,764.352","10,651,993,779.44","10,839,610,674.377","11,025,351,400.365","11,209,234,719.093","11,391,279,204.634"
United States,Luxury Eyewear,Revenue Comparison,Saudi Arabia,USD (US$),Statista Market Insights,"130,489,287.731","136,263,635.426","113,392,532.261","129,495,133.614","145,156,214.22","153,901,358.629","156,139,093.471","158,285,447.668","160,410,338.322","162,513,980.071","164,596,585.401","166,658,364.679"
United States,Luxury Eyewear,Revenue Comparison,Israel,USD (US$),Statista Market Insights,"101,809,647.326","108,038,554.287","78,750,258.808","98,233,170.204","129,047,773.67","133,155,377.726","134,633,453.163","136,049,186.282","137,450,762.07","138,838,322.1","140,212,006.529","141,571,954.115"
United States,Luxury Eyewear,Revenue Comparison,South Africa,USD (US$),Statista Market Insights,"94,270,680.629","87,643,179.453","51,745,937.653","62,551,731.308","80,180,444.72","88,044,585.373","90,112,527.411","92,095,764.804","94,059,169.823","96,002,940.793","97,927,274.052","99,832,363.979"
United States,Luxury Eyewear,Revenue Comparison,Turkey,USD (US$),Statista Market Insights,"291,779,743.89","274,672,199.579","169,452,373.109","190,271,858.983","234,464,486.53","256,966,031.981","262,759,060.32","268,315,362.413","273,816,101.485","279,261,833.167","284,653,107.531","289,990,469.152"
United States,Luxury Eyewear,Revenue Comparison,Argentina,USD (US$),Statista Market Insights,"63,923,089","77,259,764","63,839,477","71,578,191","117,996,482.09","136,636,983.126","141,603,597.017","146,366,482.299","151,081,738.729","155,749,842.594","160,371,265.421","164,946,474.019"
United States,Luxury Eyewear,Revenue Comparison,Brazil,USD (US$),Statista Market Insights,"726,586,696.15","686,783,907.554","414,474,521.412","441,659,951.44","546,877,517.08","645,309,742.732","669,034,285.75","691,796,815.174","714,331,719.305","736,641,274.394","758,727,733.932","780,593,328.874"
United States,Luxury Eyewear,Revenue Comparison,Mexico,USD (US$),Statista Market Insights,"465,738,475.142","476,059,122.506","278,818,071.096","413,136,584.236","475,725,804.65","511,476,088.485","520,681,094.045","529,509,929.806","538,250,477.21","546,903,619.14","555,470,229.651","563,951,174.056"
United States,Luxury Eyewear,Revenue Comparison,China,USD (US$),Statista Market Insights,"1,321,204,552.35","1,354,195,478.846","1,173,464,557.353","1,172,050,894.089","1,361,884,314.28","1,491,455,758.51","1,578,346,107.762","1,707,395,678.52","1,835,154,753.571","1,961,636,237.871","2,086,852,907.328","2,210,817,410.09"
United States,Luxury Eyewear,Revenue Comparison,India,USD (US$),Statista Market Insights,"335,817,050.075","359,602,931.948","221,274,191.498","253,197,877.445","357,805,590.09","401,978,300.549","413,660,131.93","424,863,169.163","435,954,176.024","446,934,272.817","457,804,568.642","468,566,161.508"
United States,Luxury Eyewear,Revenue Comparison,Indonesia,USD (US$),Statista Market Insights,"75,035,762.85","79,553,589.717","54,499,037.902","59,165,686.749","78,496,488.12","87,452,771.097","89,786,127.307","92,024,006.376","94,239,506.654","96,432,851.929","98,604,263.752","100,753,961.457"
United States,Luxury Eyewear,Revenue Comparison,Japan,USD (US$),Statista Market Insights,"579,233,583.337","622,591,131.292","540,679,495.336","536,510,808.628","546,614,631.64","590,729,164.888","600,692,450.149","610,255,031.849","619,721,987.731","629,094,274.054","638,372,837.514","647,558,615.34"
United States,Luxury Eyewear,Revenue Comparison,Malaysia,USD (US$),Statista Market Insights,"65,641,781.962","67,843,921.061","49,637,201.699","58,125,449.007","71,292,732.08","78,197,391.461","79,972,491.812","81,675,065.665","83,360,613.78","85,029,306.414","86,681,312.121","88,316,797.771"
United States,Luxury Eyewear,Revenue Comparison,Philippines,USD (US$),Statista Market Insights,"65,309,775.874","69,880,158.095","44,075,301.348","53,795,460.705","70,838,204.03","79,826,140.697","82,133,090.203","84,345,800.512","86,536,383.719","88,705,061.094","90,852,051.695","92,977,572.39"
United States,Luxury Eyewear,Revenue Comparison,Singapore,USD (US$),Statista Market Insights,"78,625,280.59","82,495,843.242","56,968,148.489","77,039,744.56","86,047,121.7","92,530,530.236","94,153,910.293","95,711,162.082","97,252,841.354","98,779,103.833","100,290,103.687","101,785,993.542"
United States,Luxury Eyewear,Revenue Comparison,South Korea,USD (US$),Statista Market Insights,"248,412,210.824","244,593,886.994","193,223,018.467","229,912,796.327","241,558,428.99","265,105,990.599","270,586,260.22","275,845,267.484","281,051,684.677","286,206,037.697","291,308,847.187","296,360,628.582"
United States,Luxury Eyewear,Revenue Comparison,Thailand,USD (US$),Statista Market Insights,"45,093,543.158","49,890,122.635","42,831,302.951","43,819,448.109","55,780,920.54","60,734,969.083","62,046,521.715","63,304,312.628","64,549,525.632","65,782,286.506","67,002,719.771","68,210,948.703"
United States,Luxury Eyewear,Revenue Comparison,Vietnam,USD (US$),Statista Market Insights,"46,100,711.273","48,247,255.376","35,269,041.431","40,440,813.291","52,190,132.58","59,335,678.986","61,135,374.149","62,861,710.79","64,570,784.063","66,262,766.605","67,937,829.32","69,596,141.409"
United States,Luxury Eyewear,Revenue Comparison,Austria,USD (US$),Statista Market Insights,"179,267,559.711","182,943,373.113","151,819,597.372","178,862,415.844","178,363,537.45","191,413,331.28","194,337,038.53","197,143,280.957","199,921,460.959","202,671,859.162","205,394,753.382","208,090,418.66"
